filename,urban,pred_wo_abstention,pred_with_abstention
image16425.npz,False,1,0
image16915.npz,True,1,0
image2834.npz,True,1,0
image4941.npz,False,-1,-1
image16436.npz,False,1,1
image12216.npz,False,1,1
image18318.npz,True,-1,-1
image10000.npz,False,1,0
image3907.npz,True,1,0
image6212.npz,False,1,0
image14460.npz,False,1,0
image4923.npz,False,-1,0
image6780.npz,False,-1,0
image11758.npz,False,-1,0
image587.npz,False,-1,-1
image4554.npz,False,-1,0
image18337.npz,False,-1,-1
image7018.npz,True,-1,0
image2065.npz,True,-1,0
image1727.npz,False,-1,0
image957.npz,True,-1,0
image16570.npz,True,-1,-1
image7363.npz,True,-1,-1
image11204.npz,True,-1,-1
image7514.npz,True,-1,0
image101.npz,True,-1,-1
image10977.npz,True,-1,-1
image18982.npz,True,-1,-1
image9925.npz,False,-1,0
image2655.npz,True,-1,-1
image12491.npz,False,1,0
image18300.npz,False,1,1
image8633.npz,False,-1,-1
image6512.npz,False,1,1
image19522.npz,False,-1,0
image4129.npz,False,1,1
image12242.npz,True,-1,0
image10625.npz,False,1,0
image12826.npz,False,-1,0
image5454.npz,False,1,1
image7016.npz,True,-1,-1
image791.npz,False,1,0
image3118.npz,False,1,1
image16111.npz,False,1,1
image8531.npz,False,1,0
image9360.npz,False,1,1
image8260.npz,True,-1,0
image16101.npz,False,1,1
image5745.npz,False,-1,0
image1640.npz,False,1,1
image19294.npz,False,1,0
image16761.npz,True,-1,0
image1979.npz,False,-1,0
image13162.npz,False,1,0
image15951.npz,False,-1,0
image12202.npz,False,1,1
image18621.npz,True,1,0
image17664.npz,False,1,1
image4613.npz,False,1,1
image10852.npz,False,-1,0
image9344.npz,False,-1,0
image13866.npz,False,1,0
image4980.npz,True,-1,-1
image11352.npz,False,1,0
image13096.npz,False,-1,0
image4054.npz,False,1,1
image14512.npz,True,-1,-1
image3156.npz,False,1,0
image6258.npz,True,-1,-1
image3920.npz,False,1,0
image7726.npz,True,1,1
image11521.npz,False,-1,0
image5962.npz,False,1,0
image18782.npz,True,-1,0
image14973.npz,False,-1,0
image6221.npz,False,-1,0
image3413.npz,True,1,0
image17667.npz,False,1,0
image9461.npz,False,1,0
image14815.npz,False,1,0
image10227.npz,False,1,0
image17298.npz,False,1,0
image17224.npz,False,1,1
image14078.npz,False,1,1
image2583.npz,True,-1,-1
image11552.npz,False,1,0
image17985.npz,False,1,0
image12903.npz,False,1,1
image14518.npz,False,1,0
image10066.npz,False,1,0
image12934.npz,False,1,1
image15928.npz,False,1,1
image1971.npz,False,1,1
image13681.npz,False,-1,0
image18142.npz,False,1,1
image9426.npz,True,-1,-1
image10314.npz,False,-1,0
image15991.npz,True,1,0
image819.npz,True,1,1
image5629.npz,False,1,1
image1739.npz,False,1,0
image18264.npz,False,-1,0
image19037.npz,False,1,1
image2640.npz,False,1,1
image1168.npz,False,1,1
image10031.npz,False,-1,0
image17828.npz,True,-1,-1
image6913.npz,False,1,0
image19171.npz,False,1,0
image11064.npz,False,-1,0
image5780.npz,True,-1,0
image1962.npz,False,-1,0
image6481.npz,False,-1,0
image16308.npz,False,1,1
image10070.npz,False,1,1
image11359.npz,False,1,1
image12907.npz,False,1,1
image3979.npz,True,-1,0
image5322.npz,False,1,1
image17053.npz,False,1,1
image16058.npz,False,1,0
image13717.npz,False,1,0
image17132.npz,False,1,1
image17491.npz,False,1,0
image14679.npz,False,1,1
image3437.npz,False,-1,0
image5781.npz,False,-1,0
image14359.npz,False,1,0
image8079.npz,False,-1,0
image2657.npz,False,-1,0
image18141.npz,False,-1,0
image143.npz,False,1,0
image17417.npz,True,1,0
image15843.npz,True,-1,0
image11672.npz,False,-1,0
image1518.npz,True,-1,0
image605.npz,False,-1,0
image12870.npz,False,1,0
image4621.npz,False,-1,-1
image2520.npz,False,-1,0
image3134.npz,False,1,0
image16424.npz,False,1,0
image18190.npz,True,-1,0
image10131.npz,False,1,0
image11679.npz,False,1,0
image18260.npz,False,-1,0
image8938.npz,False,-1,0
image3601.npz,True,1,0
image5898.npz,False,1,0
image12027.npz,False,1,0
image16800.npz,False,1,0
image11008.npz,False,1,0
image18453.npz,False,1,0
image1839.npz,False,1,0
image8682.npz,False,1,0
image9546.npz,True,1,0
image9964.npz,False,1,0
image18541.npz,False,1,0
image16510.npz,False,-1,0
image9060.npz,False,1,0
image12016.npz,False,1,0
image11935.npz,False,1,0
image18566.npz,False,1,0
image8920.npz,False,1,0
image3806.npz,False,1,0
image5845.npz,False,1,0
image4298.npz,False,-1,0
image942.npz,False,-1,0
image15095.npz,False,-1,0
image1329.npz,False,-1,-1
image5686.npz,False,-1,0
image5486.npz,False,-1,0
image3884.npz,False,-1,0
image4524.npz,True,-1,0
image18218.npz,False,-1,0
image10414.npz,False,-1,0
image12745.npz,False,-1,0
image17495.npz,False,1,0
image11093.npz,False,1,0
image16475.npz,False,1,0
image5606.npz,False,-1,0
image2697.npz,False,-1,-1
image17167.npz,False,-1,0
image19538.npz,False,-1,0
image1616.npz,False,-1,0
image18581.npz,False,-1,0
image10292.npz,False,-1,0
image7222.npz,True,-1,0
image10790.npz,False,-1,-1
image10619.npz,False,-1,-1
image12363.npz,False,-1,0
image2147.npz,True,-1,0
image9920.npz,True,-1,0
image4787.npz,True,-1,0
image13952.npz,True,1,0
image18250.npz,True,-1,0
image9761.npz,True,-1,0
image19175.npz,True,-1,0
image6017.npz,True,-1,-1
image317.npz,False,-1,0
image1812.npz,True,-1,0
image11666.npz,True,-1,0
image7725.npz,True,-1,0
image11709.npz,True,-1,0
image8113.npz,True,-1,0
image2166.npz,False,1,0
image6697.npz,False,1,1
image9617.npz,False,1,0
image6109.npz,False,1,0
image6137.npz,False,1,0
image14170.npz,False,1,0
image4599.npz,False,1,0
image5910.npz,False,1,0
image1946.npz,False,-1,0
image5457.npz,False,1,0
image951.npz,False,1,0
image4991.npz,False,1,0
image2790.npz,False,-1,0
image11370.npz,False,-1,0
image12904.npz,False,-1,0
image14016.npz,True,-1,-1
image3327.npz,True,-1,-1
image18276.npz,False,1,0
image16859.npz,False,-1,0
image7932.npz,False,1,0
image16112.npz,True,-1,0
image16598.npz,False,1,0
image4893.npz,False,1,0
image8136.npz,False,1,0
image7996.npz,False,1,0
image11074.npz,False,1,0
image4670.npz,False,1,0
image5679.npz,True,-1,0
image15081.npz,False,1,0
image11295.npz,False,-1,-1
image10655.npz,False,1,1
image5415.npz,False,-1,0
image12549.npz,False,-1,0
image3086.npz,False,-1,0
image2296.npz,False,1,0
image19601.npz,False,1,1
image6904.npz,False,1,0
image16782.npz,False,1,1
image18451.npz,False,1,1
image5043.npz,False,-1,0
image6735.npz,False,1,1
image6513.npz,False,1,1
image2266.npz,False,1,0
image13194.npz,False,1,0
image15036.npz,False,1,0
image10495.npz,False,1,0
image2858.npz,False,1,1
image9663.npz,False,1,0
image2100.npz,True,-1,0
image10672.npz,False,1,0
image8670.npz,False,1,0
image13955.npz,True,-1,0
image830.npz,False,1,0
image8328.npz,False,1,0
image6688.npz,False,1,1
image7483.npz,False,1,0
image18737.npz,False,-1,0
image18130.npz,False,1,0
image7164.npz,True,-1,0
image8962.npz,True,1,0
image12081.npz,True,-1,0
image8361.npz,False,-1,0
image17622.npz,False,-1,0
image1289.npz,False,1,0
image8550.npz,True,-1,0
image11032.npz,True,-1,0
image13501.npz,False,1,0
image13273.npz,False,1,0
image12056.npz,False,1,0
image2362.npz,False,1,0
image19430.npz,False,1,0
image19230.npz,False,1,0
image4914.npz,False,1,0
image4612.npz,True,-1,-1
image2698.npz,True,-1,-1
image11929.npz,True,-1,-1
image7308.npz,False,-1,0
image370.npz,False,1,1
image5406.npz,True,-1,0
image3524.npz,False,1,1
image5432.npz,True,-1,0
image17329.npz,True,-1,0
image4450.npz,True,-1,0
image16712.npz,True,-1,-1
image2336.npz,True,-1,-1
image9299.npz,True,-1,-1
image17401.npz,True,-1,-1
image12814.npz,True,-1,0
image2143.npz,False,1,0
image8680.npz,False,-1,0
image11386.npz,False,1,0
image13331.npz,False,-1,0
image5552.npz,False,1,0
image7369.npz,False,-1,-1
image9423.npz,False,1,0
image5082.npz,True,1,0
image4794.npz,True,1,0
image10689.npz,True,1,0
image17349.npz,True,1,0
image11711.npz,True,-1,0
image1081.npz,True,-1,0
image18195.npz,False,1,1
image11263.npz,True,-1,0
image14821.npz,True,-1,-1
image10313.npz,True,-1,-1
image14686.npz,True,-1,0
image11179.npz,True,-1,0
image277.npz,True,-1,-1
image18949.npz,True,-1,-1
image10854.npz,True,-1,-1
image13676.npz,True,-1,0
image12447.npz,True,-1,-1
image8653.npz,False,1,1
image4519.npz,False,1,0
image18531.npz,True,-1,0
image2822.npz,True,-1,0
image4187.npz,True,-1,0
image4439.npz,True,-1,0
image13272.npz,True,-1,0
image8951.npz,True,-1,0
image8939.npz,True,-1,0
image12774.npz,True,-1,0
image5680.npz,True,-1,0
image17624.npz,True,-1,0
image485.npz,False,1,0
image12188.npz,True,-1,0
image6677.npz,True,-1,0
image53.npz,True,1,0
image10245.npz,True,1,0
image7529.npz,True,1,0
image14049.npz,True,1,0
image3328.npz,True,-1,0
image7082.npz,True,-1,0
image8100.npz,True,-1,-1
image914.npz,True,-1,0
image9356.npz,False,1,0
image16887.npz,True,-1,0
image17461.npz,True,-1,0
image19090.npz,True,-1,-1
image17931.npz,True,-1,-1
image1672.npz,True,-1,-1
image10696.npz,True,-1,-1
image7598.npz,True,-1,-1
image3623.npz,True,-1,0
image10874.npz,False,1,1
image18887.npz,False,1,0
image9001.npz,False,1,0
image15696.npz,False,1,1
image656.npz,False,1,0
image19343.npz,False,1,0
image12342.npz,False,1,0
image17485.npz,False,1,0
image8976.npz,False,1,1
image9405.npz,False,-1,0
image800.npz,False,-1,0
image18623.npz,False,-1,-1
image9904.npz,False,-1,-1
image18352.npz,False,1,0
image18902.npz,True,-1,-1
image7443.npz,False,-1,-1
image12172.npz,False,-1,-1
image6535.npz,False,-1,-1
image11030.npz,False,-1,-1
image14765.npz,False,-1,0
image19239.npz,True,-1,-1
image10472.npz,True,-1,-1
image19594.npz,False,1,0
image17601.npz,False,-1,-1
image9463.npz,True,-1,0
image11324.npz,False,-1,-1
image9083.npz,False,-1,0
image13827.npz,False,-1,-1
image12330.npz,True,-1,-1
image9678.npz,True,-1,0
image12666.npz,True,-1,-1
image15134.npz,True,-1,-1
image19435.npz,False,-1,-1
image7171.npz,False,-1,-1
image11551.npz,False,-1,-1
image5204.npz,True,-1,0
image7829.npz,False,-1,-1
image358.npz,False,-1,0
image5604.npz,False,-1,-1
image4741.npz,True,-1,-1
image17357.npz,True,-1,-1
image6965.npz,True,-1,-1
image4924.npz,True,-1,-1
image11619.npz,True,-1,0
image3464.npz,False,-1,-1
image10674.npz,False,-1,-1
image6470.npz,True,-1,0
image18906.npz,False,-1,-1
image7961.npz,False,-1,-1
image6858.npz,False,-1,-1
image10195.npz,False,-1,0
image10685.npz,True,1,0
image18187.npz,False,-1,0
image428.npz,False,1,0
image17259.npz,False,1,1
image11789.npz,False,-1,0
image2909.npz,False,-1,0
image8749.npz,True,-1,0
image2105.npz,False,1,0
image9788.npz,False,1,0
image12824.npz,False,1,0
image2486.npz,False,-1,0
image8629.npz,False,-1,-1
image10944.npz,False,-1,-1
image18327.npz,False,-1,-1
image13915.npz,False,-1,0
image4531.npz,False,-1,0
image2243.npz,False,-1,-1
image9450.npz,False,1,0
image1076.npz,True,-1,-1
image2306.npz,True,-1,0
image2036.npz,True,-1,-1
image6593.npz,True,-1,-1
image5196.npz,True,-1,0
image16397.npz,True,-1,-1
image19561.npz,False,-1,-1
image168.npz,False,-1,-1
image16387.npz,True,-1,-1
image11717.npz,False,-1,-1
image11447.npz,True,-1,0
image15726.npz,False,-1,0
image9863.npz,True,1,0
image14937.npz,False,1,0
image19415.npz,False,1,0
image4970.npz,False,1,0
image2691.npz,False,1,0
image14346.npz,True,-1,0
image10440.npz,True,1,0
image17791.npz,False,-1,0
image10058.npz,False,-1,0
image9765.npz,False,1,0
image1712.npz,False,1,0
image8892.npz,False,1,0
image1804.npz,True,1,0
image2092.npz,False,1,0
image13912.npz,True,-1,0
image11079.npz,False,1,0
image9199.npz,False,1,0
image9049.npz,False,-1,0
image17840.npz,False,-1,0
image3339.npz,False,-1,0
image18006.npz,False,1,0
image18275.npz,True,1,1
image14797.npz,False,1,0
image19150.npz,False,-1,0
image17029.npz,False,1,1
image19433.npz,False,-1,0
image18778.npz,False,1,0
image17415.npz,False,1,0
image13758.npz,True,1,0
image19530.npz,False,1,0
image1789.npz,False,1,0
image18979.npz,False,1,0
image16118.npz,False,-1,0
image1437.npz,False,1,0
image12423.npz,False,1,0
image9093.npz,False,1,0
image18273.npz,False,1,0
image8118.npz,False,1,0
image4402.npz,False,-1,0
image16195.npz,False,1,0
image4709.npz,False,1,0
image757.npz,False,-1,0
image19261.npz,False,1,1
image12372.npz,False,1,0
image13837.npz,False,-1,-1
image6619.npz,True,-1,-1
image2997.npz,True,-1,-1
image6315.npz,True,-1,-1
image10324.npz,True,-1,-1
image4152.npz,True,-1,-1
image127.npz,False,1,0
image8423.npz,False,1,1
image949.npz,False,1,1
image10592.npz,True,1,0
image342.npz,False,1,1
image18428.npz,False,1,0
image511.npz,False,1,0
image7056.npz,False,1,0
image14081.npz,False,1,0
image861.npz,False,1,0
image12729.npz,False,-1,0
image2992.npz,False,1,1
image4523.npz,False,1,1
image17234.npz,False,1,0
image13276.npz,True,-1,0
image19604.npz,False,1,0
image837.npz,False,1,0
image2478.npz,False,1,0
image17023.npz,False,1,0
image12294.npz,False,1,1
image5849.npz,False,1,0
image11031.npz,True,1,0
image10742.npz,False,1,0
image4549.npz,False,-1,0
image12325.npz,False,1,0
image10662.npz,False,-1,-1
image6031.npz,False,-1,-1
image6837.npz,False,-1,-1
image16872.npz,False,1,0
image10331.npz,False,-1,-1
image5637.npz,True,-1,0
image13655.npz,True,-1,0
image308.npz,False,-1,0
image14208.npz,False,1,0
image7643.npz,True,-1,0
image9197.npz,True,1,0
image9627.npz,True,-1,0
image10964.npz,True,1,0
image2763.npz,False,-1,-1
image17752.npz,True,1,0
image5735.npz,True,-1,0
image6336.npz,False,1,0
image6477.npz,False,1,0
image14865.npz,False,-1,0
image15363.npz,False,-1,0
image17798.npz,False,-1,0
image4552.npz,False,-1,0
image8634.npz,False,-1,-1
image5858.npz,False,-1,-1
image1491.npz,False,-1,-1
image2896.npz,True,-1,-1
image9662.npz,True,-1,0
image14464.npz,True,-1,-1
image13997.npz,True,-1,0
image18183.npz,True,-1,0
image16988.npz,True,-1,0
image4697.npz,True,-1,-1
image9970.npz,True,-1,0
image16131.npz,True,-1,0
image9611.npz,True,-1,0
image18742.npz,False,-1,-1
image10942.npz,True,-1,0
image8220.npz,True,-1,0
image3668.npz,True,-1,0
image6943.npz,True,-1,-1
image15334.npz,True,-1,0
image3470.npz,True,-1,0
image17131.npz,True,-1,0
image4571.npz,False,-1,0
image3518.npz,False,-1,0
image8201.npz,False,-1,0
image438.npz,False,-1,-1
image6620.npz,False,1,0
image13948.npz,False,-1,-1
image8728.npz,False,-1,0
image13302.npz,False,-1,-1
image15647.npz,False,-1,-1
image18442.npz,False,-1,-1
image19248.npz,False,-1,-1
image14032.npz,False,-1,-1
image16709.npz,False,-1,-1
image5878.npz,False,-1,-1
image13637.npz,False,-1,-1
image14190.npz,False,-1,-1
image14785.npz,True,-1,0
image14614.npz,True,-1,-1
image4086.npz,False,-1,0
image7587.npz,True,-1,-1
image19148.npz,False,-1,-1
image1681.npz,False,-1,-1
image8188.npz,False,-1,-1
image7029.npz,False,-1,-1
image14042.npz,False,-1,-1
image12906.npz,False,-1,-1
image13473.npz,False,-1,-1
image7431.npz,False,-1,-1
image11723.npz,False,-1,-1
image12076.npz,False,-1,-1
image3351.npz,False,-1,-1
image17395.npz,False,-1,-1
image133.npz,False,-1,-1
image17589.npz,False,-1,-1
image13370.npz,False,-1,-1
image8229.npz,False,-1,-1
image5499.npz,False,-1,-1
image7777.npz,False,-1,-1
image4760.npz,False,-1,-1
image5539.npz,False,-1,-1
image1196.npz,False,-1,-1
image11509.npz,True,-1,-1
image17678.npz,False,-1,-1
image10983.npz,False,-1,-1
image1481.npz,False,-1,-1
image9622.npz,False,-1,-1
image3045.npz,False,-1,-1
image19384.npz,False,-1,-1
image11707.npz,False,-1,-1
image15398.npz,False,-1,-1
image15717.npz,False,-1,-1
image10611.npz,False,-1,-1
image3135.npz,False,-1,-1
image13507.npz,False,-1,-1
image9482.npz,False,-1,-1
image14762.npz,False,-1,-1
image9105.npz,False,-1,-1
image13208.npz,False,-1,-1
image4494.npz,False,-1,-1
image4983.npz,False,-1,-1
image6833.npz,True,-1,-1
image19152.npz,True,-1,-1
image6401.npz,True,-1,-1
image7090.npz,False,-1,-1
image17049.npz,False,-1,-1
image17169.npz,False,-1,-1
image9716.npz,False,-1,-1
image7647.npz,False,-1,-1
image12624.npz,False,-1,-1
image14115.npz,False,-1,-1
image9823.npz,False,-1,-1
image5843.npz,False,-1,-1
image5706.npz,False,-1,-1
image11382.npz,False,-1,-1
image16998.npz,False,-1,-1
image17538.npz,False,-1,-1
image4867.npz,False,-1,-1
image9382.npz,False,-1,-1
image17609.npz,False,-1,-1
image5252.npz,False,-1,-1
image1458.npz,False,-1,-1
image1529.npz,False,-1,-1
image11517.npz,False,-1,-1
image10032.npz,False,-1,-1
image3276.npz,False,-1,-1
image13639.npz,False,-1,-1
image8824.npz,False,-1,-1
image2650.npz,False,-1,-1
image4572.npz,False,-1,-1
image3362.npz,False,-1,-1
image19087.npz,False,-1,-1
image4184.npz,True,-1,0
image17047.npz,False,-1,-1
image10327.npz,True,-1,0
image7955.npz,False,-1,-1
image2133.npz,False,-1,0
image334.npz,False,-1,-1
image17888.npz,False,-1,-1
image2766.npz,False,-1,-1
image8417.npz,False,-1,-1
image18730.npz,False,-1,-1
image13319.npz,False,-1,-1
image10111.npz,False,-1,-1
image15140.npz,False,-1,-1
image14649.npz,False,-1,-1
image475.npz,False,-1,-1
image11863.npz,False,-1,-1
image6927.npz,False,-1,-1
image11905.npz,False,-1,-1
image9169.npz,False,-1,-1
image15300.npz,False,-1,-1
image10912.npz,False,-1,-1
image13335.npz,False,-1,-1
image234.npz,False,-1,-1
image17936.npz,False,-1,-1
image564.npz,False,-1,-1
image14039.npz,False,-1,-1
image15697.npz,False,-1,-1
image2104.npz,False,-1,-1
image15505.npz,False,-1,-1
image1273.npz,False,-1,-1
image110.npz,False,-1,-1
image2750.npz,False,-1,-1
image7691.npz,False,-1,-1
image13417.npz,False,-1,-1
image5162.npz,False,-1,-1
image9938.npz,False,-1,-1
image7318.npz,False,-1,-1
image8484.npz,False,-1,-1
image10726.npz,False,-1,-1
image17421.npz,False,-1,-1
image12584.npz,False,-1,-1
image18299.npz,False,-1,-1
image5529.npz,False,-1,-1
image15906.npz,False,-1,-1
image5677.npz,False,-1,-1
image5231.npz,False,-1,-1
image13823.npz,False,-1,-1
image10822.npz,False,-1,-1
image205.npz,False,-1,-1
image15165.npz,False,-1,-1
image14539.npz,False,-1,-1
image9068.npz,False,-1,-1
image9255.npz,True,-1,-1
image7107.npz,True,-1,-1
image16944.npz,True,-1,-1
image1734.npz,False,-1,-1
image17222.npz,False,-1,-1
image19535.npz,True,-1,-1
image19434.npz,True,-1,-1
image10289.npz,False,-1,-1
image5875.npz,True,-1,-1
image13549.npz,True,-1,-1
image11063.npz,True,-1,-1
image7254.npz,True,-1,-1
image9556.npz,False,-1,0
image14207.npz,False,-1,-1
image16428.npz,False,-1,-1
image3198.npz,False,-1,-1
image10630.npz,False,-1,-1
image1141.npz,True,-1,-1
image8385.npz,True,-1,-1
image883.npz,False,-1,-1
image9248.npz,True,-1,-1
image6516.npz,True,-1,-1
image10939.npz,True,-1,-1
image15148.npz,True,-1,-1
image4812.npz,True,-1,0
image182.npz,False,-1,-1
image8062.npz,False,-1,-1
image1261.npz,False,-1,0
image18647.npz,False,-1,-1
image13937.npz,False,-1,-1
image7824.npz,False,-1,-1
image4582.npz,False,-1,-1
image493.npz,False,-1,0
image17247.npz,False,-1,-1
image1918.npz,False,-1,0
image12902.npz,False,-1,-1
image3713.npz,False,-1,-1
image19095.npz,False,-1,-1
image13700.npz,False,-1,-1
image15683.npz,True,-1,-1
image3867.npz,False,-1,-1
image15534.npz,True,-1,-1
image6254.npz,True,-1,-1
image12427.npz,False,-1,0
image11056.npz,False,-1,0
image15139.npz,False,-1,-1
image10745.npz,False,-1,-1
image6930.npz,True,-1,0
image14274.npz,True,-1,0
image7874.npz,False,-1,-1
image18319.npz,True,-1,0
image16590.npz,False,-1,-1
image2948.npz,False,-1,-1
image12544.npz,False,-1,-1
image8970.npz,True,1,0
image11124.npz,True,-1,0
image6252.npz,True,-1,0
image8897.npz,True,-1,0
image14351.npz,True,-1,-1
image19111.npz,True,-1,0
image13990.npz,False,-1,-1
image15404.npz,True,-1,-1
image13965.npz,True,-1,0
image8194.npz,True,-1,-1
image831.npz,True,-1,-1
image5732.npz,True,-1,-1
image14981.npz,True,-1,-1
image19325.npz,True,-1,-1
image7182.npz,True,-1,-1
image15836.npz,True,-1,-1
image12516.npz,True,-1,-1
image18620.npz,False,-1,-1
image11413.npz,False,1,0
image7561.npz,False,1,0
image13318.npz,True,-1,-1
image687.npz,True,-1,-1
image12656.npz,False,-1,-1
image14934.npz,False,-1,-1
image8815.npz,False,-1,-1
image15353.npz,False,-1,-1
image4601.npz,False,-1,-1
image4586.npz,False,-1,-1
image19392.npz,False,-1,-1
image11106.npz,False,-1,-1
image4593.npz,False,-1,-1
image7096.npz,False,-1,-1
image16315.npz,False,-1,-1
image10682.npz,False,-1,-1
image8958.npz,False,-1,-1
image14531.npz,False,-1,-1
image1586.npz,False,-1,-1
image14944.npz,False,-1,-1
image14974.npz,False,-1,-1
image1897.npz,False,-1,-1
image18444.npz,False,-1,-1
image5052.npz,False,-1,-1
image9352.npz,True,-1,-1
image1103.npz,True,-1,-1
image9918.npz,False,-1,-1
image9259.npz,False,-1,-1
image2503.npz,False,-1,-1
image13353.npz,False,-1,-1
image16954.npz,False,-1,-1
image11130.npz,False,-1,-1
image16790.npz,False,-1,-1
image7348.npz,False,-1,-1
image12195.npz,False,-1,-1
image3735.npz,False,-1,-1
image17599.npz,False,-1,-1
image11963.npz,False,-1,-1
image17709.npz,False,-1,-1
image6113.npz,False,-1,-1
image11467.npz,False,-1,-1
image13347.npz,False,-1,-1
image4770.npz,False,-1,-1
image6453.npz,False,-1,-1
image16245.npz,False,-1,-1
image1155.npz,False,-1,-1
image4975.npz,False,-1,-1
image16742.npz,False,-1,-1
image96.npz,False,-1,-1
image7925.npz,False,-1,-1
image291.npz,False,-1,-1
image11971.npz,False,-1,-1
image9996.npz,False,-1,-1
image18757.npz,False,-1,-1
image15155.npz,False,-1,-1
image8053.npz,False,-1,-1
image10523.npz,False,-1,-1
image10566.npz,False,-1,-1
image10511.npz,False,-1,-1
image8001.npz,False,-1,-1
image1524.npz,False,-1,-1
image1136.npz,False,-1,-1
image4165.npz,False,-1,-1
image1550.npz,False,-1,-1
image4138.npz,False,-1,-1
image5230.npz,False,-1,-1
image18228.npz,True,-1,-1
image11825.npz,True,-1,-1
image9179.npz,True,-1,-1
image1690.npz,True,-1,-1
image16806.npz,True,-1,-1
image14290.npz,False,-1,-1
image13947.npz,False,-1,-1
image4632.npz,False,-1,-1
image3704.npz,False,-1,-1
image12111.npz,False,-1,-1
image7973.npz,False,-1,-1
image898.npz,False,-1,-1
image1635.npz,False,-1,-1
image10534.npz,False,-1,-1
image804.npz,False,-1,-1
image5207.npz,False,-1,-1
image2136.npz,True,-1,-1
image11262.npz,False,-1,-1
image13438.npz,False,-1,-1
image3131.npz,False,-1,-1
image11475.npz,False,-1,-1
image3922.npz,False,-1,-1
image14400.npz,False,-1,-1
image12739.npz,False,-1,-1
image606.npz,True,-1,-1
image7413.npz,True,-1,-1
image10785.npz,True,-1,-1
image7763.npz,True,-1,-1
image15851.npz,True,-1,-1
image18832.npz,False,-1,-1
image13142.npz,True,-1,-1
image12967.npz,False,-1,-1
image7710.npz,False,-1,-1
image14602.npz,False,-1,-1
image11855.npz,False,-1,-1
image7496.npz,False,-1,-1
image16265.npz,False,-1,-1
image9983.npz,False,-1,-1
image8292.npz,False,-1,-1
image8243.npz,False,-1,-1
image672.npz,True,-1,-1
image8010.npz,False,-1,-1
image17863.npz,True,-1,-1
image8776.npz,True,-1,-1
image17171.npz,False,-1,-1
image9300.npz,False,-1,-1
image8979.npz,True,-1,-1
image9836.npz,True,-1,-1
image9438.npz,True,-1,-1
image1011.npz,False,-1,-1
image15663.npz,False,-1,-1
image7663.npz,False,-1,0
image7954.npz,False,-1,-1
image1209.npz,False,1,0
image4369.npz,False,-1,-1
image14063.npz,False,-1,0
image8125.npz,False,1,0
image4957.npz,False,-1,-1
image12497.npz,False,1,0
image16975.npz,False,-1,-1
image19474.npz,False,-1,-1
image19192.npz,False,-1,-1
image1012.npz,False,-1,-1
image13.npz,False,-1,-1
image10559.npz,False,-1,-1
image11518.npz,False,-1,-1
image19153.npz,False,-1,-1
image8692.npz,False,-1,-1
image10311.npz,False,-1,-1
image8655.npz,False,1,0
image16389.npz,False,1,0
image5149.npz,False,-1,-1
image4755.npz,False,-1,0
image4611.npz,False,-1,0
image17125.npz,True,1,0
image15892.npz,True,1,0
image3499.npz,True,1,0
image3928.npz,True,1,0
image15066.npz,False,1,1
image4973.npz,True,1,1
image11492.npz,True,1,0
image9036.npz,True,1,1
image12399.npz,True,1,0
image11425.npz,True,1,1
image5944.npz,False,-1,0
image19475.npz,True,1,1
image8602.npz,False,1,0
image11418.npz,False,1,0
image18973.npz,False,1,1
image5986.npz,False,1,0
image12521.npz,False,1,0
image15552.npz,False,1,0
image8126.npz,True,-1,0
image5668.npz,True,1,0
image15858.npz,True,1,0
image6072.npz,False,-1,-1
image2498.npz,True,1,0
image18941.npz,True,1,0
image12961.npz,True,1,0
image13811.npz,True,1,0
image333.npz,True,1,0
image19421.npz,True,-1,0
image17647.npz,True,1,0
image17300.npz,True,-1,0
image11006.npz,True,-1,0
image18247.npz,True,1,0
image12293.npz,False,-1,-1
image2585.npz,True,1,0
image6717.npz,False,-1,0
image11275.npz,False,1,0
image9393.npz,False,1,0
image11429.npz,False,1,0
image558.npz,False,1,0
image3629.npz,False,1,1
image17722.npz,False,1,0
image13373.npz,False,-1,-1
image13878.npz,False,-1,0
image8905.npz,False,-1,0
image8232.npz,False,-1,-1
image3488.npz,False,-1,0
image6843.npz,False,-1,-1
image10615.npz,False,-1,0
image12156.npz,False,-1,0
image6464.npz,True,-1,0
image15629.npz,False,1,0
image17458.npz,False,-1,0
image1378.npz,False,-1,0
image8449.npz,False,1,0
image12406.npz,False,-1,-1
image15886.npz,False,-1,0
image7734.npz,False,-1,0
image19054.npz,False,-1,-1
image713.npz,False,-1,-1
image9932.npz,False,-1,-1
image8860.npz,False,-1,-1
image4460.npz,False,-1,0
image11983.npz,False,-1,-1
image14148.npz,False,-1,-1
image2361.npz,False,-1,-1
image461.npz,False,-1,-1
image11089.npz,False,-1,-1
image9573.npz,False,-1,-1
image8599.npz,False,-1,0
image3196.npz,False,-1,-1
image6098.npz,False,-1,0
image12499.npz,True,-1,-1
image2867.npz,False,-1,0
image5931.npz,False,-1,0
image10809.npz,False,-1,-1
image19354.npz,False,-1,-1
image2648.npz,False,-1,-1
image10014.npz,False,-1,-1
image12391.npz,False,-1,-1
image12626.npz,False,-1,-1
image19229.npz,False,-1,-1
image4110.npz,False,-1,0
image3455.npz,False,-1,0
image9604.npz,False,-1,0
image14394.npz,True,-1,-1
image16890.npz,True,-1,0
image11007.npz,True,-1,-1
